Source_ID,County,Food_Shelf_Name,City,Address,Phone,Website,Service_Type,Latitude,Longitude,Source_URL,Retrieved_On,County_Method,Status
9880,Beltrami,Bemidji Community Food Shelf,Bemidji,"1260 Exchange Ave SE, Bemidji, MN, USA",(218)-444-6580,https://bcfsmn.org/,Food Shelf,47.447493,-94.8593432,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=2,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
21517,Beltrami,Blackduck Area Food Shelf,Blackduck,"241 Oscar Ave, Blackduck, MN, USA",218-766-3081,,Food Shelf,47.7275482,-94.5563026,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=2,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
21167,Beltrami,Evergreen Youth and Family Services Food Shelf,Bemidji,"610 Patriot Drive Northwest, Bemidji, MN, USA",218-751-8223,https://www.evergreenyfs.org/dropin,Food Shelf,47.5068077,-94.8868286,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=6,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
21203,Beltrami,Kelliher Area Food Shelf,Kelliher,"147 Main St W, Kelliher, MN 56650, USA",218-214-9066,,Food Shelf,47.942047,-94.449276,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=13,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
21283,Beltrami,Northwest Indian Community Development Center,Bemidji,"1819 Bemidji Ave N, Bemidji, MN 56601, USA",218-759-2022,http://www.nwicdc.org/,Food Shelf,47.4869328,-94.8801634,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=18,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9905,Benton,Catholic Charities Mobile Food Shelf – Riverside Apartments,St. Cloud,"101 Riverside Drive SE, St. Cloud, MN 56304",,,Food Shelf,45.56326,-94.152197,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=4,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9906,Benton,Catholic Charities Mobile Food Shelf – Russell Arms,Sauk Rapids,"315 Division Street, Sauk Rapids, MN 56380",320-229-4560,,Food Shelf,45.59132,-94.164125,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=4,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9907,Benton,Catholic Charities Mobile Food Shelf – Wilson Apartments,St. Cloud,"41 3rd Ave NE, St. Cloud, MN 56304",320-229-4560,,Food Shelf,45.565229,-94.154076,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=4,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
15760,Benton,Living Waters Food Shelf,Sauk Rapids,"1911 4th Ave N, Sauk Rapids, MN, USA",320-255-1135,http://www.lwlcmn.org/food-shelf/,Food Shelf,45.6113202,-94.1777586,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=14,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10173,Benton,Salvation Army St. Cloud,St. Cloud,"400 Highway 10 S, St. Cloud, MN 56304",320-252-4552,https://centralusa.salvationarmy.org/northern/StCloud/,Food Shelf,45.564306,-94.153292,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=22,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
15783,Big Stone,Prairie Five/Big Stone Lake Area Food Shelf,Ortonville,"125 2nd Street Northwest, Ortonville, MN 56278, USA",320-839-2111,https://prairiefive.org/programs/food-programs/,Food Shelf,45.3054437,-96.4459782,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=19,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
17782,Big Stone,Prairie Five/Graceville Satellite Food Shelf,Graceville,"Holy Rosary Church, Studdart Ave, Graceville, MN 56240, USA",320-839-2772,https://prairiefive.org/programs/food-programs/,Food Shelf,45.5678054,-96.4376653,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=19,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
13462,Blue Earth,Campus Cupboard: Lutheran Campus Ministry-Crossroads,Mankato,"331 Dillon Ave, Mankato, MN 56001, USA",507) 625-6779,https://crossroadsatmnsu.org/,Food Shelf,44.1485718,-93.9966331,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=3,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9946,Blue Earth,ECHO Food Shelf,Mankato,"1014 South Front Street, Mankato, MN 56001",(507) 345-7477,https://www.echofoodshelf.org/,Food Shelf,44.17163,-93.996797,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=6,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
18958,Blue Earth,Maverick Food Pantry at Minnesota State University Mankato,Mankato,"142 Carkoski Commons, Mankato, MN 5600",507-389-1557,https://www.mnsu.edu/university-life/campus-services/maverick-food-pantry/,Food Shelf,44.149435,-94.0010787,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=15,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10168,Blue Earth,Salvation Army Mankato,Mankato,"700 S Riverfront Drive, Mankato, MN 56001",507-345-7840,,Food Shelf,44.162421,-94.009446,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=21,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10097,Brown,New Ulm Area Emergency Food Shelf,New Ulm,"1305 S Valley Street, New Ulm, MN 56073",507) 354-7668,https://newulmfoodshelf.com/,Food Shelf,44.3023128,-94.4421272,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=17,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10187,Brown,Sleepy Eye Area Food Shelf,Sleepy Eye,"115 2nd Ave NE, Sleepy Eye, MN 56085, USA",507-794-4478,https://www.facebook.com/people/Sleepy-Eye-Food-Shelf/100057475028644/,Food Shelf,44.2975653,-94.7211667,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=23,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10195,Brown,Springfield Area Food Shelf,Springfield,"625 North Jackson Avenue, Springfield, MN, USA(suite F)",507-723-3663,https://www.springfieldfoodshelf.com/,Food Shelf,44.2464842,-94.9710659,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=24,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
13483,Carlton,Fond du Lac Social Services Community Food Shelf,Cloquet,"927 Trettel Ln, Cloquet, MN 55720, USA",218-878-2145,,Food Shelf,46.7136079,-92.4923565,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=7,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10081,Carlton,Moose Lake Area Food Shelf,Moose Lake,"308 Elm Ave, Moose Lake, MN 55767",218-380-7774,https://www.facebook.com/Moose-Lake-Food-Shelf-299938473720425/,Food Shelf,46.452979,-92.761841,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=16,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20893,Carlton,Second Harvest Northland: Carlton County,Cloquet,"615 12th Street, Cloquet, MN, USA",,https://northernlakesfoodbank.org/find-food/mobile-food-pantry-program/,Food Shelf,46.7128095,-92.4522701,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=22,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10158,Carlton,The Salvation Army – Cloquet Food Shelf,Cloquet,"316 Carlton Ave, Cloquet, MN 55720",218-879-1693,https://centralusa.salvationarmy.org/northern/northern-minnesota-service-extension/,Food Shelf,46.717725,-92.460218,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=25,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10222,Carlton,Tri-Community Food Shelf,Cromwell,"5597 Highway 210, Cromwell, MN 55726",218-426-4067,https://www.facebook.com/TriCommunityFoodShelf/,Food Shelf,46.670613,-93.002862,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=26,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9883,Carver,Bountiful Basket Food Shelf – Chaska,Chaska,"1600 Bavaria Road, Chaska, MN 55318",952-556-0244,https://bountifulbasketfoodshelf.org/services/,Food Shelf,44.8069321,-93.6124638,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=2,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
19542,Carver,Bountiful Basket Food Shelf – Cologne,Cologne,"300 Church St E, Cologne, MN 55322, USA",952-988-2802,https://bountifulbasketfoodshelf.org/,Food Shelf,44.7741942,-93.7798831,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=2,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9977,Carver,Gather and Grow Food Shelf & Connection Center (formerly Friends For Life) – Watertown,Watertown,"309 Lewis Ave S, Watertown, MN, USA",952-955-1980,https://gatherandgrowmn.org/,Food Shelf,44.9614536,-93.8495511,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=10,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10238,Carver,Gather and Grow Food Shelf & Connection Center – Waconia,Waconia,"11 S Elm Street, Waconia, MN 55387",952-442-3878,https://gatherandgrowmn.org/,Food Shelf,44.850321,-93.786074,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=10,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
17597,Carver,Southwest Carver County Food Shelf,Young America,"10 Northeast 1st Avenue, Norwood Young America, Young America, MN 55397, USA",(952) 467-1870,https://www.southwestcarvercountyfoodshelf.com/,Food Shelf,44.783617,-93.914844,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=24,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9898,Cass,Cass Lake Area Food Shelf,Cass Lake,"16051 65th Ave NW, Cass Lake, MN 56633, USA",218-987-3000,https://www.clafs.org/,Food Shelf,47.3830192,-94.629785,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=3,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9970,Cass,Father’s Hearts and Hands/Remer Food Shelf,Remer,"7123 Highway 6 NE, Remer, MN 56672",218-566-3663,,Food Shelf,47.0619038,-93.8992926,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=7,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
21018,Cass,Federal Dam Pantry,Federal Dam,"36 2nd Ave, Federal Dam, MN, USA",218-326-4420,,Food Shelf,47.2461659,-94.2169118,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=7,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9996,Cass,Hackensack Area Food Shelf,Hackensack,"208 State Highway 371, Hackensack, MN 56452, USA",218-675-5862,,Food Shelf,46.9289187,-94.5207189,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=10,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10058,Cass,Longville Area Food Shelf,Longville,"5070 State Hwy. 84 NE   Longville, MN.  56655",218-363-3348,https://longvillefoodshelf.com/,Food Shelf,46.9881386,-94.2096942,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=14,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10115,Cass,Outing Food Shelf,Outing,"Town Hall, Outing, MN 56662",218-792-5315,,Food Shelf,46.850815,-94.002726,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=18,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10122,Cass,Pillager Food Shelf,Pillager,"305 Fir Ave W, Pillager, MN 56473, USA",218-746-4009,https://www.pillagerfamilycenter.org/Programs,Food Shelf,46.3273377,-94.4786459,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=19,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10125,Cass,Pine River Area Food Shelf,Pine River,"245 Barclay Ave (located at the Pine River-Backus Family Center), Pine River, MN 56474",218-587-4292,https://www.prbfamilycenter.org/food-shelf,Food Shelf,46.7190544,-94.4031048,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=19,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20826,Cass,Second Harvest Northland: Backus Mobile,Backus,"210 1st Ave, Backus, MN, USA",218-326-4420,https://secondharvestnorthland.org/,Food Shelf,46.8244247,-94.5142989,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=22,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10240,Cass,Walker Area Food Shelf,Walker,"8243 Industrial Park Rd NW, Walker, MN 56484",218-547-1713,http://walkerfoodshelf.com/,Food Shelf,47.10189829999999,-94.60452650000002,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=27,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9916,Chippewa,Chippewa County Food Shelf,Montevideo,"719 N 7th Street, Montevideo, MN 56265",320-269-6578,https://prairiefive.org/programs/food-programs/,Food Shelf,44.951955,-95.71785,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=4,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
18716,Chippewa,Clara City Satellite Food Shelf,Clara City,"Bethany Reformed Church, Main Street North, Clara City, MN, USA",320-847-3322,https://prairiefive.org/programs/food-programs/,Food Shelf,44.9572775,-95.3680648,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=4,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9958,Chisago,Family Pathways Chisago City Food Shelf,Chisago City,"10586 Liberty Lane, Chisago City, MN 55013",651-257-1308,https://www.familypathways.org/get-help/make-appointment/food-shelf-appointments/,Food Shelf,45.378244,-92.89138,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=7,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9961,Chisago,Family Pathways North Branch Food Shelf,North Branch,"6381 Main Street, North Branch, MN 55056",651-674-8313,https://www.familypathways.org/get-help/make-appointment/food-shelf-appointments/,Food Shelf,45.511452,-92.978068,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=7,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10151,Chisago,Rush City Food Shelf,Rush City,"720 W 14th Street, Rush City, MN 55069",320-358-4428 or 763-274-8055 (For Emergencies),https://www.facebook.com/rushcityfoodshelf/,Food Shelf,45.67476,-92.973373,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=21,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
14663,Clay,A Place For Hope: Recovery and Wellness Center,Moorhead,"2419 12th Ave S, Moorhead, MN 56560, USA",218-284-6069,https://www.aplace4hope.org/,Food Shelf,46.8615924,-96.7429452,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=1,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9875,Clay,Barnesville Area Food Shelf,Barnesville,"110 Front St N, Barnesville, MN 56514, USA",218-354-7207,https://www.facebook.com/BarnesvilleAreaFoodPantry/,Food Shelf,46.65421121477,-96.419731201852,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=2,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
13531,Clay,Bridgepointe Community Food Shelf,Moorhead,"121 17th St N, Moorhead, MN 56560, USA",701-540-1383,,Food Shelf,46.876924,-96.7532199,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=2,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9921,Clay,Churches United For the Homeless,Moorhead,"1901 1st Ave N, Moorhead, MN 56560",218-236-0372,,Food Shelf,46.876032,-96.749814,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=4,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9943,Clay,Dorothy Day Food Pantry Moorhead,Moorhead,"1308 Main Ave, Moorhead, MN 56560",218-656-7628,https://www.churches-united.org/nutritious-food,Food Shelf,46.873783,-96.759468,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=6,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20845,Clay,Glyndon Community Food Pantry,Glyndon,"414 Parke Avenue South, Glyndon, Minnesota 56547, USA",218-498-2368,https://glyndonlutheran.org/,Food Shelf,46.8722914,-96.5797463,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=10,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10138,Clay,REACH- Hawley Food Shelf,Hawley,"421 5th Street, Hawley, MN 56549",218-483-3145,https://www.ruralenrichment.org/index.html,Food Shelf,46.881236,-96.315279,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=20,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
19821,Clay,Seeds of Hope,Dilworth,"14 Center Ave E, Dilworth, MN, USA",520-424-8605,https://www.facebook.com/p/Seeds-of-Hope-Dilworth-61552617688958/,Food Shelf,46.876802,-96.7019644,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=23,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9922,Clearwater,Clearwater County Food Shelf,Bagley,"114 N Main Ave, Bagley, MN 56621",218-694-6400,https://www.clearwatercountyfoodshelf.org/,Food Shelf,47.521968,-95.398531,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=4,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
13390,Cook,Grand Marais / Cook County Food Shelf,Grand Marais,"300 W 2nd St, Grand Marais, MN 55604, USA",218-387-2113,https://www.aeoa.org/food-shelves,Food Shelf,47.7516391,-90.3378304,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=10,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20896,Cook,Second Harvest Northland: Cook County,Grand Portage,"73 Upper Road, Grand Portage, MN, USA",,https://northernlakesfoodbank.org/find-food/mobile-food-pantry-program/,Food Shelf,47.9678975,-89.6804323,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=22,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
